Lemma#PoS,AFRAID,AMUSED,ANGRY,ANNOYED,DONT_CARE,HAPPY,INSPIRED,SAD
backpack,0.02509966,0.174976338,0.014171643000000001,0.096217287,0.048758025999999996,0.2003377,0.398558022,0.041881324
backpacker,0.0,0.09928705,0.034310116,0.283868555,0.005663146,0.158425455,0.418445678,0.0
backpacking,0.053934398,0.101047552,0.010150722,0.36806518,0.007036906999999999,0.15178835599999999,0.25605669,0.051920195
backpedal,0.0,0.08989572,0.014306158999999999,0.373960343,0.264470157,0.073317189,0.010521269,0.17352916300000001
backroom,0.025503955,0.219465441,0.14559913,0.208158011,0.022183612999999998,0.134970985,0.122179754,0.12193911199999999
backseat,0.10297957199999999,0.09562162199999999,0.09404681,0.050136527,0.11894084099999999,0.18981816199999998,0.18919239699999998,0.159264068
backside,0.06828783,0.261828845,0.046267594,0.157065151,0.13542626300000002,0.120148878,0.177317792,0.033657647
backslide,0.154838945,0.141674277,0.156198227,0.26221053699999997,0.005387223000000001,0.138285673,0.139020215,0.002384903
backstage,0.02882894,0.152740342,0.02213706,0.09399689800000001,0.39619637799999996,0.209213178,0.048043135,0.048844068
backstage,0.041437903,0.42608994,0.014817756999999999,0.011782716,0.039647444,0.359830064,0.106394176,0.0
backstage,0.0017156320000000001,0.234717431,0.027122804,0.08455785,0.426790709,0.185563788,0.034907415,0.0046243709999999995
backstop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
backstop,0.0,0.0,0.136791887,0.11022386099999999,0.0,0.68021749,0.0,0.072766762
backstroke,0.131352701,0.025585575,0.0069801130000000005,0.02831739,0.20834185100000002,0.278090187,0.293960065,0.027372117
backstroker,0.46755163200000005,0.407428196,0.0,0.0,0.0,0.12502017199999998,0.0,0.0
backtrack,0.047095195,0.1690164,0.26450699699999997,0.192647445,0.073303828,0.105465868,0.053235042,0.094729225
backup,0.08876577699999999,0.09046924199999999,0.129741416,0.105618614,0.17564014600000002,0.16996471,0.10947516,0.130324935
backward,0.267749052,0.097216102,0.008398616999999999,0.096341731,0.029111373,0.17252238,0.264223282,0.064437463
backward,0.18432211699999998,0.13629733300000002,0.09990818,0.151743254,0.06321399400000001,0.067029638,0.146612037,0.150873447
backwardness,0.0,0.122474747,0.055688119,0.149574159,0.0,0.057361429000000005,0.535146173,0.079755373
backwards,0.154755523,0.08997715,0.162531289,0.102275625,0.10150767699999999,0.087441934,0.158298355,0.143212446
backwash,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
backwater,0.0,0.132162199,0.016845718,0.163389596,0.21626221899999998,0.160554901,0.24089629899999998,0.069889068
backyard,0.187290476,0.081209934,0.11806291599999999,0.120341436,0.041610046,0.10854736400000001,0.159600656,0.183337172
bacon,0.08823894800000001,0.14672991400000002,0.050278102000000005,0.035295396,0.19152588,0.22674534100000002,0.22066285300000002,0.040523565
bacterial,0.33909376700000005,0.025760579,0.119129052,0.073619886,0.012100405,0.052077932,0.08761183,0.290606548
bacteriological,0.60834531,0.0,0.22898723199999999,0.0,0.0,0.16266745800000001,0.0,0.0
bacterium,0.283168641,0.287553039,0.06186207,0.07834511599999999,0.044654726,0.05396051599999999,0.093851459,0.09660443199999999
bad,0.128979482,0.136928406,0.100934465,0.11298413199999999,0.11701723900000001,0.110842132,0.12410821699999999,0.168205927
bad,0.09696966,0.20680294899999999,0.038421416,0.09352235,0.089894275,0.18593848899999998,0.25012893199999997,0.038321928
bad,0.290688196,0.443288994,0.0,0.061226761,0.0,0.087444084,0.117351965,0.0
baddie,0.0,0.378985474,0.0,0.003214179,0.203524884,0.274069377,0.075569358,0.064636727
badge,0.048646269000000006,0.22269271,0.09399615900000001,0.090576533,0.323271661,0.051510438,0.11186197699999999,0.057444253
badger,0.022486401,0.0,0.38088473,0.028417448999999997,0.019558911000000002,0.40285175799999995,0.007262279,0.138538473
badger,0.058464497000000004,0.125243298,0.044013237999999996,0.19702715699999998,0.063566306,0.043642165999999996,0.09283589800000001,0.37520744
badgering,0.0,0.47800152700000004,0.0,0.021006755,0.0,0.146675743,0.354315975,0.0
badlands,0.0,0.467781039,0.0,0.0,0.0,0.35884891399999996,0.173370047,0.0
badly,0.172220273,0.09478118,0.122682118,0.093859561,0.09493513699999999,0.08463227,0.11808991099999999,0.21879955
badminton,0.034516943,0.09944650199999999,0.1147402,0.04416645,0.130976234,0.159239427,0.348713995,0.06820025
badmouth,0.036430263,0.282536018,0.08501882599999999,0.30385849600000003,0.050699891,0.012663571,0.094125057,0.134667877
badness,0.0,0.223196599,0.0,0.0,0.280547213,0.32468542300000003,0.171570765,0.0
baffle,0.47389958600000004,0.0,0.0,0.0,0.247321753,0.27877866,0.0,0.0
baffle,0.10108501,0.13997869,0.170280502,0.18592931,0.12187599,0.062756505,0.11442518,0.103668815
baffled,0.0,0.0,0.0,0.0,0.23454898,0.072103995,0.174177385,0.51916964
bafflement,0.0,0.0,0.0,0.0,0.0,0.0,0.17333690699999998,0.826663093
baffling,0.016518309,0.07377019900000001,0.318654867,0.133079423,0.18318947,0.049137846,0.141372329,0.08427755599999999
bag,0.08534044,0.138954037,0.12099108900000001,0.114410797,0.11282130300000001,0.134396698,0.169098256,0.123987381
bag,0.058128375999999995,0.139571003,0.058603185999999995,0.08626634300000001,0.179285447,0.228169067,0.19625733199999998,0.053719245
bagasse,0.0,0.0,0.0,0.0,0.0,0.623476259,0.376523741,0.0
bagel,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bagful,0.088766527,0.35291783600000004,0.033412605,0.007011233,0.35709658899999996,0.071206723,0.08958848800000001,0.0
baggage,0.08423152800000001,0.146096526,0.092786954,0.15848253,0.153085066,0.198820765,0.11116135699999999,0.055335274000000004
baggy,0.0,0.0,0.153834449,0.175604868,0.0,0.14534317900000002,0.263982689,0.261234815
baghdad,0.36446347700000004,0.050377757,0.03007615,0.078576069,0.060272417,0.080255021,0.032441336,0.303537773
bagman,0.023961019,0.033407714,0.295828645,0.166545578,0.11254437,0.21847923800000002,0.106791656,0.042441779000000006
baguette,0.0,0.269903755,0.23317314100000003,0.0,0.0,0.496923105,0.0,0.0
bahamas,0.445867333,0.06677899400000001,0.019405217,0.016728015,0.238751792,0.083269071,0.081449272,0.047750305
bahasa,0.164348347,0.092263156,0.327156682,0.049927192999999995,0.01374538,0.045635864000000005,0.10003247900000001,0.20689090000000002
bahrain,0.049688320999999994,0.014432931999999999,0.039650739,0.265828736,0.10948922900000001,0.171039277,0.117467671,0.23240309399999998
bahraini,0.0,0.0,0.0,0.621353429,0.0,0.0,0.0,0.378646571
baht,0.103028383,0.078944262,0.0040118179999999995,0.271631041,0.0,0.35196348899999996,0.11244442199999999,0.077976585
bai,0.144781309,0.070090877,0.154105763,0.10927318400000001,0.060167668,0.152595916,0.15040820000000002,0.158577083
baikal,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bail,0.068213984,0.077257538,0.290225921,0.259523419,0.06718669099999999,0.089593843,0.020938707,0.127059899
bail,0.041306002,0.077629664,0.298892709,0.183871956,0.114220142,0.10443245599999999,0.058338993,0.121308079
bailable,0.062119497999999995,0.082700784,0.313064322,0.08395591599999999,0.070542043,0.19355657,0.058515065,0.13554580300000002
bailey,0.10111568300000001,0.03812582,0.07978160599999999,0.006143563,0.028753375,0.135968212,0.522506213,0.08760552699999999
bailiff,0.06685828,0.378695425,0.0,0.042246462,0.40707832200000005,0.053632368,0.0,0.051489143
bailiwick,0.037588527000000004,0.171836152,0.14346631099999999,0.296093428,0.139080389,0.088843886,0.05642134099999999,0.066669966
bait,0.281778562,0.21036378,0.200343596,0.039566767999999995,0.054465334000000004,0.090547024,0.106437531,0.016497406000000003
bait,0.0,0.088346599,0.087035802,0.040460489,0.498166005,0.204509012,0.067784195,0.013697899
baiting,0.0,0.17342798399999998,0.57286621,0.147949632,0.081463577,0.006260791999999999,0.0,0.018031805
bake,0.0,0.22118956899999997,0.028282527999999998,0.256259373,0.084626939,0.17592750399999998,0.148399985,0.085314103
baked,0.23645494,0.257560884,0.0,0.088152685,0.13574288199999998,0.141311151,0.110731033,0.030046425
baker,0.138908292,0.13808083300000001,0.156620095,0.179162342,0.128565494,0.094940261,0.018068095,0.145654587
bakersfield,0.0,0.0,0.0,0.0,0.0,0.510194034,0.0,0.48980596600000004
bakery,0.372129418,0.09852420699999999,0.075733367,0.07931804099999999,0.024779494,0.134617291,0.126797085,0.08810109699999999
bakeshop,0.0,0.1209219,0.478966304,0.0,0.05465672,0.12111675,0.08117677200000001,0.143161554
baking,0.0,0.19472481,0.0,0.008472005,0.283777121,0.284418115,0.135678362,0.09292958800000001
baking,0.0,0.308890785,0.05191722,0.034861451,0.191953063,0.145310522,0.262818114,0.004248844
baku,0.6157314429999999,0.111781928,0.05832814099999999,0.063547914,0.045523432,0.012210981999999999,0.05336038,0.039515779
balaclava,0.056599095999999995,0.189885467,0.115044102,0.191336762,0.031999823999999996,0.109344731,0.160858911,0.144931107
balance,0.114769241,0.120890345,0.18202349,0.104739665,0.121852708,0.11378210000000001,0.140045053,0.10189739699999999
balance,0.100567616,0.13849156099999999,0.115352365,0.111882298,0.129627991,0.137038772,0.194468605,0.072570792
balanced,0.146480625,0.106122941,0.105037676,0.206103636,0.137040269,0.09203706199999999,0.124320609,0.082857182
balancing,0.187451497,0.16559756,0.054169012,0.152022524,0.041082787999999995,0.09659583699999999,0.148489655,0.154591128
balas,0.0,0.0,0.0,0.0,0.0,0.456664075,0.543335925,0.0
balboa,0.050018173,0.0,0.043930456,0.0,0.10151479599999999,0.17163972600000002,0.24769506600000002,0.38520178299999996
balcony,0.049302495,0.220854537,0.078059377,0.071847295,0.12034276699999999,0.165325025,0.191870807,0.102397695
bald,0.030071868999999998,0.239774515,0.058860625,0.041804039,0.041850933,0.153583411,0.362261527,0.07179308
bald,0.0,0.549313609,0.0,0.0,0.0,0.26560654699999997,0.185079845,0.0
bald-faced,0.012561088,0.35026662299999994,0.10401861300000001,0.047622662,0.09833192,0.010076253,0.352938863,0.024183978999999998
balderdash,0.0,0.645567925,0.08507501599999999,0.11107891,0.0,0.036932749,0.07299513099999999,0.04835027
balding,0.006247469,0.005444094,0.10347081400000001,0.844798244,0.0,0.028399031,0.002017702,0.009622647
baldly,0.0,0.370697294,0.0110431,0.055614277999999996,0.0,0.05099103,0.511654298,0.0
baldness,0.35647972299999997,0.235332768,0.0,0.0,0.0,0.0,0.408187509,0.0
baldwin,0.111823478,0.405436078,0.012401951000000001,0.00126177,0.23968938,0.14883681199999999,0.040951673,0.039598859
bale,0.029991195,0.16270048,0.111119025,0.044961844,0.120203247,0.177371246,0.162763635,0.190889327
balenciaga,0.0,0.03026902,0.0,0.059700903,0.8048886670000001,0.10514141,0.0,0.0
balfour,0.0,0.020009684,0.080519208,0.024437133,0.016819375,0.063500654,0.08782145,0.7068924959999999
bali,0.334937885,0.062377583,0.126121602,0.044711720999999996,0.053840369000000006,0.14772685300000002,0.09492696699999999,0.13535702
balibago,0.020729631999999998,0.099351809,0.153455849,0.135352776,0.01202057,0.039724578999999996,0.363756608,0.175608178
balinese,0.0,0.0,0.0,0.0,0.0,0.8474524290000001,0.0,0.152547571
balk,0.0,0.109254329,0.0,0.09902898,0.0,0.062859213,0.728857477,0.0
balk,0.008984082,0.0078288,0.464419829,0.011353737,0.210990155,0.014013319,0.07253818,0.2098719
balkan,0.463205008,0.201820256,0.0,0.020906453000000002,0.0,0.314068283,0.0,0.0
balkans,0.44315973,0.0,0.0,0.0,0.128488356,0.12126289300000001,0.136445125,0.170643897
ball,0.065371467,0.152094689,0.051799640999999993,0.08417893800000001,0.123006234,0.216735736,0.229658389,0.077154906
ball,0.133299529,0.019359711,0.37840516,0.037435293,0.043479508,0.082920411,0.144698637,0.16040175199999998
ballad,0.087403655,0.15956944,0.041240351,0.079731558,0.156332343,0.207542408,0.165790735,0.10238951
balladeer,0.026444227999999997,0.0,0.258800634,0.058483597000000005,0.023001472000000002,0.56921624,0.06405383,0.0
ballerina,0.0,0.191583951,0.0,0.0,0.158261619,0.066027818,0.367268635,0.216857976
ballet,0.0017150479999999998,0.206926885,0.00898406,0.008759956,0.097462124,0.175258721,0.413115095,0.08777811099999999
balletic,0.0,0.337484633,0.0,0.0,0.0,0.062134709,0.600380659,0.0
ballgame,0.05519842,0.143255361,0.083108939,0.19259174699999998,0.06053709,0.221395311,0.182921085,0.060992048
ballistic,0.342116536,0.10304287699999999,0.154955821,0.142014539,0.09452554,0.072159615,0.029026661000000002,0.06215841
ballistics,0.091733706,0.053291652,0.178705205,0.17897892399999998,0.11198730900000001,0.15621086,0.065490391,0.163601952
balloon,0.171529155,0.193113285,0.01649478,0.063291081,0.096052949,0.178876411,0.13813006,0.14251227800000002
balloon,0.054733127,0.07741246,0.142946837,0.102158211,0.17285169600000003,0.169656568,0.124281379,0.155959722
ballooning,0.0,0.115276355,0.055327025999999994,0.156860084,0.47446580299999996,0.182977737,0.0,0.015092995
balloonist,0.0,0.20004872399999998,0.0,0.0,0.288429622,0.23417377600000003,0.277347878,0.0
ballot,0.137242013,0.137756994,0.132313355,0.19650252899999998,0.14118666400000002,0.08908219199999999,0.080094839,0.085821414
ballot,0.0,0.537407438,0.0,0.0,0.0,0.329809136,0.132783425,0.0
balloting,0.057956972,0.01329057,0.087262326,0.213948975,0.222872309,0.137844458,0.212793715,0.054030675
ballpark,0.0,0.260454132,0.13860585,0.021152558999999998,0.062394415999999994,0.164956699,0.254839434,0.097596911
ballpen,0.102492705,0.044656477,0.434016839,0.043175446,0.007429104000000001,0.19869250100000002,0.110337885,0.059199043
ballplayer,0.0,0.0,0.586483941,0.0,0.0,0.413516059,0.0,0.0
ballroom,0.111409577,0.165303807,0.07593757200000001,0.071158625,0.157667446,0.213603601,0.151120985,0.053798387
ballyhoo,0.0,0.0,0.817506333,0.150623877,0.0,0.03186979,0.0,0.0
balm,0.041865463,0.305535877,0.007879289,0.079361943,0.0,0.205233308,0.258025773,0.10209834699999999
balmoral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
balmy,0.0,0.101011386,0.300913678,0.02273152,0.462409991,0.10260595800000001,0.010327466,0.0
baloney,0.306488925,0.248381495,0.025380406,0.17042472399999997,0.021326987000000002,0.116373379,0.106903395,0.004720687
balsa,0.014864272,0.045334955,0.244084492,0.17258622699999998,0.150300817,0.14482473099999998,0.16862149399999998,0.059383012
balsam,0.0,0.586464216,0.0,0.0,0.301564166,0.0,0.11197161800000001,0.0
balsamic,0.0,0.11483552699999999,0.0,0.386071194,0.125045499,0.255071562,0.118976217,0.0
balthasar,0.0,0.0,0.0,0.541611767,0.0,0.458388233,0.0,0.0
baltic,0.073568594,0.098990689,0.131129534,0.006836261999999999,0.037641617,0.082737062,0.02585641,0.543239832
baltic,0.0,0.5308505370000001,0.0,0.0,0.0,0.0,0.0,0.469149463
baltimore,0.048613856,0.258689034,0.041397149,0.149562195,0.225981338,0.126900263,0.09085689699999999,0.057999268
balustrade,0.0,0.383273194,0.0,0.079406132,0.10930590800000001,0.17221195,0.116683569,0.139119247
bam,0.048486122,0.110226437,0.110211955,0.334172688,0.12552143300000002,0.11373594699999999,0.096705871,0.060939547000000004
bamako,0.317438415,0.0,0.114548185,0.259688425,0.048595593,0.10644065400000001,0.005467781999999999,0.147820946
bambino,0.0,0.298763132,0.0,0.013129756999999999,0.596431034,0.091676076,0.0,0.0
bamboo,0.031100974,0.10125049,0.067609575,0.128511534,0.168998757,0.121986388,0.318375781,0.062166501
bamboozle,0.0,0.037205603,0.021428249,0.0,0.148549631,0.6697747620000001,0.10112097099999999,0.021920783
ban,0.16791832199999998,0.110575411,0.15991018199999998,0.130869447,0.08065027799999999,0.11709609,0.063337573,0.16964269699999998
ban,0.144760751,0.14201523,0.16395601699999998,0.161566115,0.100592809,0.09983141400000001,0.063291741,0.123985924
banal,0.08840870599999999,0.086595401,0.219875023,0.067989229,0.23943953,0.102256291,0.155675217,0.039760604
banality,0.0,0.149934502,0.323825605,0.0,0.0,0.172528903,0.055569058,0.298141932
banana,0.184160123,0.125912535,0.11702907800000001,0.054551375,0.108756479,0.131795684,0.07894127,0.198853456
band,0.053297315,0.174527569,0.053761472000000005,0.064053761,0.19514163199999998,0.228476172,0.12392610400000001,0.106815975
band,0.005380864,0.194004363,0.019747754,0.245654645,0.148600562,0.139024714,0.159010586,0.088576512
bandage,0.09917207800000001,0.019204297,0.009954495,0.0,0.20702623899999997,0.131411169,0.179361983,0.35386973899999996
bandage,0.0,0.0,0.0,0.0,0.0,0.079869249,0.0,0.920130751
bandaged,0.0,0.09254668199999999,0.06541544099999999,0.0,0.0,0.647993875,0.112254076,0.081789926
bandana,0.0,0.0,0.389349444,0.0,0.0,0.276585222,0.334065335,0.0
bandanna,0.0,0.11728348300000001,0.0,0.0,0.0,0.0,0.26080719,0.621909327
bandeau,0.0,0.353354083,0.0,0.106024688,0.170272058,0.108427421,0.26192175,0.0
banding,0.0,0.600440228,0.0,0.0,0.39955977200000004,0.0,0.0,0.0
bandit,0.19464527899999998,0.027458237000000003,0.312433243,0.051666977999999995,0.10720308199999999,0.052153495999999994,0.019451539,0.234988146
banditry,0.0,0.356382517,0.019592566999999998,0.018794351,0.174630742,0.0,0.024015142000000003,0.40658468200000003
bandstand,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bandung,0.0,0.0,0.0,0.0,0.429536951,0.0,0.0,0.570463049
bandwagon,0.055122658,0.286462745,0.08299487,0.084549317,0.167425306,0.110842886,0.14242069400000001,0.07018152400000001
bandwidth,0.093039602,0.21051976600000002,0.12695124300000002,0.085512634,0.187603128,0.11152768699999999,0.129071372,0.055774567000000004
bandy,0.078839482,0.24732485699999998,0.026708369,0.204250328,0.061717880999999995,0.041635269,0.12094567099999999,0.218578142
bane,0.05560622,0.218441424,0.07562072,0.109943246,0.093613324,0.198809316,0.116731936,0.131233814
bang,0.045890445,0.15273689999999998,0.093181587,0.13524014,0.13216631,0.165008141,0.19827100399999997,0.07750547299999999
bang,0.253898224,0.18353603899999998,0.015204289,0.1057402,0.331265081,0.037031282,0.0,0.07332488599999999
bang,0.041780796,0.085494059,0.10194276599999999,0.168774509,0.19468597899999998,0.174261765,0.1520446,0.081015527
bangalore,0.0,0.485134455,0.124464028,0.020254215,0.014674098,0.039922751,0.176532489,0.139017963
banger,0.0,0.208384552,0.036307755,0.068568707,0.101379416,0.081138041,0.194702383,0.309519146
banging,0.553407767,0.051521785,0.0,0.0,0.20570939600000002,0.0,0.038190237,0.15117081400000001
bangkok,0.090250095,0.12131151800000001,0.057292583,0.185910383,0.139355073,0.145468035,0.11350861400000001,0.146903699
bangla,0.0,0.0,0.245763304,0.0,0.0,0.0,0.0,0.754236696
bangladesh,0.127136319,0.036848918,0.138295102,0.14611655,0.037662847,0.070836066,0.090838574,0.352265625
bangladeshi,0.07852399,0.014662806,0.14400806900000002,0.12273876800000001,0.100654113,0.07640936599999999,0.038326551,0.424676336
bangladeshi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
bangle,0.0,0.139114025,0.020030383,0.207354648,0.06942951900000001,0.43517455299999996,0.128896872,0.0
bangor,0.0,0.0,0.0,0.0,0.0,0.292770794,0.7072292059999999,0.0
bangui,0.04407169,0.057606629000000006,0.097620019,0.064264739,0.32436484,0.241355102,0.123722233,0.046994747999999996
banish,0.012979776,0.356286421,0.056749482999999996,0.106621726,0.151111615,0.078624822,0.133821198,0.103804958
banishment,0.0,0.0,0.0,0.0,0.0,0.292770794,0.7072292059999999,0.0
banjo,0.20371534,0.211013342,0.008680809,0.11900880300000001,0.03008951,0.10483313,0.269377027,0.053282039
banjul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bank,0.16451159099999998,0.09347325,0.17390665600000002,0.09678613800000001,0.11952802400000001,0.135231844,0.09749808,0.11906441699999999
bank,0.176511296,0.088806041,0.128718619,0.13465937,0.11744701199999999,0.137141947,0.107600283,0.109115432
bankable,0.078534372,0.14007886,0.013856775,0.172134498,0.175044466,0.173574526,0.191020419,0.055756085999999996
banker,0.110502208,0.18153651199999998,0.109960605,0.098092609,0.10992371,0.153388166,0.171183223,0.065412967
bankia,0.7902653070000001,0.0,0.0,0.0,0.0,0.209734693,0.0,0.0
banking,0.193137875,0.118200062,0.116243155,0.075236197,0.136482082,0.133521057,0.093129899,0.13404967199999998
banknote,0.017263236,0.330953053,0.0064980540000000005,0.019089537,0.198958649,0.052507837,0.34149256899999997,0.033237066
bankroll,0.044897083,0.282559866,0.285417309,0.072500098,0.104138566,0.155400373,0.003222245,0.051864459
bankroll,0.039489097,0.128041347,0.13619654,0.15203556199999999,0.171740193,0.17987337899999997,0.10351115,0.08911273199999999
bankrupt,0.026820717,0.08725466300000001,0.097254133,0.063835565,0.083984205,0.11510546099999999,0.08200124,0.443744016
bankrupt,0.0,0.0,0.218220175,0.0,0.25213233,0.529647495,0.0,0.0
bankrupt,0.0,0.01680274,0.619353258,0.032490956,0.033543883999999996,0.268109666,0.0,0.029699496000000002
bankruptcy,0.093077909,0.135813522,0.08090920900000001,0.064314745,0.264139801,0.10044890199999999,0.0450911,0.216204812
banks,0.083461392,0.19899440100000002,0.066976525,0.058597388,0.194596567,0.21766840399999998,0.11699198400000001,0.062713339
banned,0.135223772,0.086442713,0.162131849,0.14004452,0.0999081,0.087777215,0.051344454000000005,0.237127378
banner,0.085645494,0.082669471,0.181523706,0.13571064300000002,0.167901093,0.127805369,0.155323434,0.06342079
banner,0.108878505,0.131299318,0.11160575199999999,0.17349119899999998,0.17846071100000002,0.092959061,0.09922664,0.104078815
banning,0.15167599199999998,0.10668141199999999,0.204444999,0.128700964,0.096748225,0.132486669,0.067180463,0.112081276
bannister,0.30052936199999997,0.385123038,0.0,0.0,0.0,0.31434759999999995,0.0,0.0
bannockburn,0.0,0.0,0.0,0.0,0.866770631,0.13322936900000001,0.0,0.0
banquet,0.016909444,0.24640234,0.024045114,0.062921322,0.210814885,0.193669719,0.24089638800000002,0.004340788
banshee,0.022361806,0.62356016,0.067337652,0.169559945,0.038901076,0.014948493,0.028888156,0.034442712
bantam,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bantamweight,0.14792017699999999,0.12286223,0.030830313999999998,0.044287828,0.187499969,0.313154078,0.095545529,0.057899875
banter,0.035812992,0.203370343,0.046282593,0.015086361000000001,0.217015312,0.140131055,0.297253304,0.04504804
banter,0.0,0.11404621699999999,0.0,0.118585679,0.390912569,0.10168449800000001,0.192997566,0.081773471
bantering,0.169922667,0.0,0.328940146,0.0,0.0,0.0,0.164636274,0.336500914
banting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bantu,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
banyan,0.0,0.0,0.17125330800000002,0.0,0.0,0.0,0.138293537,0.690453155
bap,0.0,0.165894155,0.548191275,0.0,0.140751568,0.092901551,0.052261450999999993,0.0
baptise,0.0,0.08454571300000001,0.11288011,0.026008741000000002,0.035802134,0.15015508,0.5906082220000001,0.0
baptism,0.0068527990000000006,0.18853142,0.131921048,0.161452812,0.09281564699999999,0.159810808,0.227327413,0.031288052000000004
baptismal,0.0,0.031007007000000003,0.026787331,0.08993598,0.371402072,0.041229774,0.421369141,0.018268696
baptist,0.259834267,0.035794597000000004,0.029485091,0.13158887,0.15122501800000002,0.042146545,0.150556774,0.19936883800000002
baptists,0.0,0.529347339,0.038109133999999996,0.063973944,0.264188539,0.0,0.065395962,0.038985082000000004
baptize,0.0,0.163326274,0.12312509099999999,0.09806485599999999,0.126683329,0.109650889,0.35432628299999996,0.024823277999999997
baptized,0.0,0.00986452,0.122149799,0.052455499999999995,0.11815726800000001,0.067601841,0.6239590979999999,0.005811974
bar,0.090875636,0.10767343,0.14617957,0.131261395,0.155630872,0.13367942,0.125318069,0.109381608
bar,0.068874671,0.084928166,0.242946567,0.124969916,0.142958639,0.138054634,0.073181377,0.124086029
baraka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
barb,0.06566486099999999,0.279884741,0.204183151,0.177695557,0.076361606,0.100769625,0.039648486000000004,0.055791972
barb,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
barbadian,0.0,0.04397492099999999,0.0,0.0,0.087788635,0.0,0.592657555,0.27557889
barbados,0.0,0.14708542800000002,0.012966213999999998,0.174131442,0.299624142,0.14369021099999998,0.22250256399999999,0.0
barbarian,0.25661238399999997,0.024543007000000002,0.002355889,0.16214843199999998,0.25042421600000003,0.04518643,0.008085496999999999,0.250644145
barbaric,0.11854697300000001,0.104586036,0.427098785,0.056762245,0.00640456,0.07245409400000001,0.071816543,0.142330764
barbarism,0.0,0.0,0.24357483100000002,0.0,0.0,0.042611906,0.15596224,0.557851023
barbarity,0.0,0.021811275,0.152628508,0.015815928,0.0,0.047519122000000004,0.376702424,0.38552274299999995
barbarous,0.0,0.0,0.0,0.0,0.0,0.257724267,0.0,0.7422757329999999
barbecue,0.002119248,0.257618717,0.015954118,0.10311161,0.14746753699999998,0.12240128300000001,0.341534991,0.009792496
barbecue,0.0,0.0,0.0,0.0,0.0,0.292770794,0.7072292059999999,0.0
barbecued,0.0,0.0,0.0,0.6117121839999999,0.0,0.388287816,0.0,0.0
barbed,0.063986627,0.17785024100000002,0.248326755,0.17566972,0.003838362,0.076403193,0.0049881809999999995,0.248936921
barbel,0.234374329,0.612706939,0.0,0.0,0.0,0.06267012400000001,0.0,0.09024860800000001
barbell,0.166353993,0.030395297,0.032318606,0.07459837400000001,0.26138719,0.050938999000000006,0.055459311,0.32854823
barber,0.008293398,0.168800495,0.09320556599999999,0.318918123,0.071106333,0.117691146,0.076910117,0.145074822
barbican,0.0,0.740363405,0.0,0.0,0.0,0.259636595,0.0,0.0
barbiturate,0.0,0.18418166100000002,0.21003415,0.0,0.0,0.169549555,0.0,0.436234635
barbuda,0.0,0.311389291,0.06725325,0.0,0.310818533,0.310538926,0.0,0.0
barcelona,0.05525502400000001,0.12010147199999999,0.05102037,0.065535472,0.10973244300000001,0.236564522,0.163553371,0.19823732600000002
bard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bare,0.094328164,0.12125949,0.091259378,0.108371189,0.159687772,0.12616570800000002,0.154840329,0.14408797
bare,0.146815146,0.101002011,0.218003665,0.128342999,0.093135594,0.13056278400000002,0.08437412300000001,0.097763677
bare-breasted,0.0,0.42744084200000004,0.0,0.307468995,0.0,0.194118419,0.070971745,0.0
bare-knuckle,0.0,0.574301905,0.0,0.0,0.0,0.0,0.425698095,0.0
bare-knuckled,0.0,0.0,0.136864246,0.19440766399999998,0.0,0.650661819,0.01806627,0.0
barefaced,0.7370923779999999,0.04496157,0.015722105,0.038812875,0.10899224,0.0026279140000000003,0.011109171000000001,0.040681747000000004
barefoot,0.015097725,0.09462399199999999,0.031474711,0.12732180199999998,0.06919639400000001,0.138889374,0.39795731799999995,0.125438684
barefoot,0.0,0.016576292,0.10382334,0.063104501,0.45501249299999996,0.184384503,0.155124441,0.02197443
barefooted,0.0,0.0,0.0,0.0,0.0,0.35431769799999996,0.645682302,0.0
barely,0.15128442,0.12454428,0.11062847099999999,0.10988349900000001,0.084334406,0.095929741,0.149767999,0.173627185
barf,0.0,0.460816496,0.0,0.0,0.23695519399999998,0.21424618399999998,0.087982126,0.0
bargain,0.032309744,0.081376937,0.45814336299999997,0.114592506,0.11114425800000001,0.060670945999999996,0.076746686,0.06501556
bargain,0.006737801999999999,0.158946485,0.12572185800000002,0.121642504,0.18084175,0.08956740099999999,0.194602091,0.12194011
bargaining,0.036274527,0.155755284,0.252820952,0.10129681199999999,0.107887385,0.13493347,0.036657662,0.174373908
barge,0.06011117,0.077512286,0.223517866,0.224385668,0.080694712,0.14563546300000002,0.052742399999999995,0.135400435
