Lemma#PoS,AFRAID,AMUSED,ANGRY,ANNOYED,DONT_CARE,HAPPY,INSPIRED,SAD
38th,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3d,0.07305037,0.302118572,0.025873055,0.066149297,0.131832976,0.22959176,0.10737409,0.06400988
3rd,0.122422164,0.12104187599999999,0.115850519,0.139763043,0.126058736,0.176234991,0.10934785699999999,0.089280813
4,0.116897882,0.113512424,0.13461454,0.12769883699999998,0.13717964900000001,0.148788903,0.099961778,0.12134598699999999
40,0.142821166,0.12228731699999999,0.12451238699999999,0.129057327,0.103505388,0.10734306800000001,0.118494291,0.151979056
400th,0.0,0.0,0.0,0.0,0.0,0.342456699,0.0,0.657543301
40th,0.044250464,0.126913371,0.125429297,0.129593239,0.164333544,0.14044399,0.148132108,0.12090398699999999
44th,0.09349446,0.069832982,0.475095316,0.139253758,0.0,0.056249532000000005,0.166073953,0.0
45th,0.0,0.053041662999999996,0.150357829,0.026442557999999998,0.48973607399999997,0.08544869699999999,0.022115721,0.17285745800000002
46th,0.0,0.092471143,0.428194033,0.354041186,0.0,0.056749917000000004,0.068543721,0.0
49th,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4th,0.128493478,0.120637655,0.087680422,0.128883875,0.139680615,0.186141577,0.103727606,0.104754772
5,0.124757621,0.11511631300000001,0.13076713199999998,0.120570027,0.138807547,0.146113784,0.10250999,0.12135758599999999
50,0.168866553,0.147055634,0.09677359599999999,0.099209343,0.104903218,0.125513485,0.09915646199999999,0.158521709
500,0.174472391,0.12369536800000001,0.103411565,0.088358111,0.09061778,0.133848253,0.121890771,0.16370576
50th,0.071723846,0.203229491,0.037408397999999995,0.073165145,0.161470081,0.193727675,0.159272515,0.10000285
55th,0.0,0.0,0.0,0.0,0.0,0.5724630829999999,0.195019485,0.232517432
5th,0.160290035,0.126260438,0.09505112,0.136996926,0.12470096800000001,0.173524746,0.08269137,0.10048439699999999
6,0.13022636099999998,0.11863811,0.12748051,0.12592809800000002,0.121414643,0.148269643,0.10141303300000001,0.126629601
60,0.16808136399999998,0.11705514199999999,0.11374953800000001,0.10349989400000001,0.08500885400000001,0.124624085,0.10034064,0.187640484
60th,0.032942486,0.233501598,0.098594166,0.059400968,0.071983752,0.169834105,0.138828699,0.194914225
64th,0.16122477300000002,0.0,0.339845016,0.025468709,0.126211527,0.214474358,0.052069659000000004,0.080705958
65th,0.0,0.0,0.0,0.0,0.0,0.257724267,0.0,0.7422757329999999
6th,0.164583385,0.09272064,0.13210786800000002,0.10255781300000001,0.114230758,0.159145781,0.096577427,0.138076328
7,0.129894641,0.112307289,0.130525908,0.11985794400000001,0.131168465,0.145584861,0.100734251,0.12992664199999998
70,0.17169948100000001,0.11186589699999999,0.121991905,0.110844229,0.109512993,0.109393039,0.10206013300000001,0.162632322
70th,0.031647693,0.25199943199999997,0.039881001,0.080280095,0.19309146,0.26423478100000003,0.075991198,0.06287434
75th,0.199990639,0.35118736,0.004562331,0.176152456,0.015813999,0.090747417,0.021529867999999997,0.14001593
78,0.199929305,0.108414605,0.11034589,0.084461621,0.11388008,0.133710487,0.084641778,0.164616234
7th,0.073807074,0.130432208,0.142018794,0.11451178599999999,0.137817275,0.180232143,0.11622773900000001,0.104952981
8,0.123763073,0.109068206,0.128124503,0.11933523,0.129138217,0.155764004,0.098046664,0.136760103
80,0.163515116,0.10227969099999999,0.097609529,0.109663241,0.104521915,0.125117052,0.09258761300000001,0.204705842
80th,0.111800361,0.046782678,0.066249112,0.065748346,0.07991433,0.117506761,0.156942046,0.35505636700000004
85th,0.0,0.019035548,0.158968735,0.6395471429999999,0.038001312999999995,0.05743745,0.014109993999999999,0.072899817
8th,0.050588759000000004,0.12239316800000001,0.070550436,0.104435714,0.164394968,0.208241647,0.16033864,0.11905666699999999
9,0.124517998,0.106070836,0.128496471,0.119377355,0.128219996,0.160521961,0.10234288400000001,0.130452498
9-11,0.0466519,0.047428307999999995,0.35120479600000004,0.114638374,0.045087024,0.250181132,0.11886066,0.025947807000000003
90,0.195268351,0.139316857,0.100659006,0.101228519,0.10512832400000001,0.118055384,0.080138454,0.16020510599999999
90th,0.0,0.17936185699999999,0.0,0.0,0.121742506,0.507446226,0.191449411,0.0
95th,0.0,0.104471465,0.090254171,0.0,0.20855995,0.336601461,0.16778426800000001,0.092328685
9th,0.084390286,0.120500234,0.09647011,0.12394958199999999,0.116812666,0.203065403,0.12049263,0.13431909
a,0.142757637,0.115372722,0.131610949,0.103704103,0.121058494,0.126535443,0.123111254,0.135849398
a-bomb,0.34924892700000004,0.308949468,0.0,0.0,0.0,0.0,0.341801605,0.0
a-line,0.0,0.0,0.484128623,0.0,0.0,0.5158713770000001,0.0,0.0
a-list,0.19147247399999998,0.0,0.0,0.0,0.166544804,0.332789965,0.309192756,0.0
a-team,0.0,0.0,0.0,0.014229816000000001,0.646402205,0.09935703300000001,0.240010946,0.0
a.k.a.,0.034427347000000004,0.08450074,0.37537312899999997,0.055110079000000006,0.226585907,0.093744119,0.053370067,0.076888612
a.m.,0.37198644299999994,0.05293863,0.080224639,0.081029524,0.080351267,0.090224883,0.05643489,0.186809725
aa,0.22993716100000003,0.03261822,0.136870775,0.143040269,0.139536139,0.15156436,0.105347322,0.061085753
aaa,0.115425439,0.065597375,0.194568275,0.078484527,0.06765971,0.245402258,0.17585567800000002,0.057006737
aar,0.0,0.0,0.0,0.49187572799999996,0.0,0.508124272,0.0,0.0
aarhus,0.0,0.24092983199999998,0.0,0.0,0.084878196,0.117417934,0.5567740379999999,0.0
aaron,0.064384314,0.20468539800000002,0.045299531,0.06043349,0.09865497599999999,0.09263573800000001,0.13618704,0.297719512
aas,0.0,0.0,0.0,0.0,0.260254936,0.11429486400000001,0.14264928300000002,0.48280091700000005
ab,0.042123495999999996,0.175036809,0.062248317000000004,0.10252484699999999,0.21101619,0.176775011,0.216157792,0.014117538
aba,0.030359578999999998,0.09553403,0.132899312,0.117233321,0.055748293,0.12312221,0.213894803,0.231208453
abaca,0.0,0.04465632,0.000925899,0.078751737,0.00499234,0.030255965,0.12340145699999999,0.7170162809999999
aback,0.032347392999999995,0.164193784,0.21977464600000002,0.196221077,0.151934981,0.08908960199999999,0.125886536,0.020551981
abandon,0.187460359,0.159716995,0.11084224699999999,0.076730427,0.128067508,0.12490823300000001,0.10735927199999999,0.104914958
abandon,0.106486739,0.141248768,0.115637017,0.13230699,0.134634858,0.092814892,0.114505762,0.162364973
abandoned,0.257544895,0.132044847,0.153052018,0.060397485,0.063344533,0.067851555,0.11270001,0.15306465800000002
abandonment,0.150817376,0.11726144599999999,0.102282369,0.22592340600000002,0.04862802,0.097690026,0.192314409,0.065082948
abase,0.018398684,0.344704325,0.013850896000000001,0.37202479899999996,0.20804383899999998,0.00983937,0.011884193999999999,0.021253893
abate,0.286181837,0.158302798,0.046835519000000006,0.069188202,0.03896202,0.203285292,0.050633475,0.14661085599999998
abatement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
abattoir,0.0,0.12482968300000001,0.492028591,0.039601311,0.0,0.00478803,0.22843173,0.110320655
abaya,0.07861162099999999,0.104017169,0.130835246,0.19967685699999999,0.085838446,0.213406719,0.103133555,0.084480389
abb,0.0,0.0,0.0,0.0,0.0,0.41344354,0.58655646,0.0
abbess,0.011817185,0.15188943,0.106754545,0.063469942,0.010278714,0.173001022,0.48278916200000005,0.0
abbey,0.021644073,0.27819705,0.012996476000000002,0.032237403,0.22994915,0.247621471,0.15711391800000002,0.020240459
abbot,0.0,0.574301905,0.0,0.0,0.0,0.0,0.425698095,0.0
abbreviate,0.07432122,0.142121218,0.379220016,0.151322483,0.079011033,0.142975165,0.004000502,0.027028361
abbreviated,0.0,0.0,0.10508660199999999,0.0,0.561989185,0.10771100900000001,0.154569004,0.0706442
abbreviation,0.0,0.23467128399999998,0.013845343000000001,0.33369199,0.30165689,0.006674038,0.109460455,0.0
abc,0.147010701,0.158590651,0.09548397,0.09669544699999999,0.149833353,0.11478993300000001,0.060320478,0.17727546800000002
abcs,0.0,0.0,0.0,0.0,0.0,0.383079017,0.616920983,0.0
abdicate,0.026544644,0.119336032,0.063129178,0.173829795,0.120691533,0.060170494000000005,0.137556745,0.298741579
abdication,0.08538835800000001,0.17775266399999998,0.00102035,0.212395317,0.245214522,0.081906255,0.135260052,0.061062480999999995
abdomen,0.0,0.114907784,0.08005664,0.0,0.369990855,0.190516055,0.031597087,0.21293157899999998
abdominal,0.237747226,0.021216698,0.053909893,0.009049874,0.0,0.101102481,0.332112156,0.244861672
abduct,0.140102749,0.043395473,0.28258748100000003,0.077092689,0.068213222,0.082661185,0.061947645999999995,0.243999555
abducting,0.05824458,0.0,0.589751294,0.0,0.0,0.182996971,0.124151626,0.044855529000000005
abduction,0.162317993,0.028149452999999998,0.245347094,0.082491099,0.10263845199999999,0.082076158,0.074366124,0.22261362699999998
abductor,0.206667579,0.029787041,0.22731159,0.067777321,0.07518548900000001,0.03188569,0.058497929000000004,0.302887362
abed,0.0,0.363107743,0.6368922570000001,0.0,0.0,0.0,0.0,0.0
abel,0.0,0.04077614,0.098862881,0.35862940600000004,0.018381276999999998,0.200599485,0.282750811,0.0
abelard,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aberdeen,0.0,0.0,0.0,0.0,0.0,0.212999457,0.079158503,0.70784204
aberrant,0.0,0.23776903600000002,0.0,0.24784307600000002,0.069222189,0.117039861,0.194603828,0.13352201
aberration,0.015585985,0.054327003,0.17160155800000002,0.140340901,0.25080184,0.12398574,0.123325616,0.120031358
abet,0.073429593,0.148227064,0.185363022,0.20900720399999997,0.06269792,0.132578454,0.077672234,0.11102450900000001
abeyance,0.058957694000000005,0.004533194,0.485618934,0.157782636,0.054298622000000005,0.165531368,0.042562597,0.030714954
abhor,0.061788696,0.21344966699999998,0.17111154899999997,0.128284436,0.034550015,0.15754795800000002,0.11260587400000001,0.120661804
abhorrent,0.0,0.40812119700000005,0.0,0.591878803,0.0,0.0,0.0,0.0
abide,0.138083575,0.129285645,0.179553567,0.19283044300000002,0.095445189,0.095692094,0.101354329,0.067755158
abiding,0.203538592,0.025746553,0.041190297,0.23924620800000002,0.08185722299999999,0.13050261,0.167519404,0.11039911300000001
abidjan,0.406696213,0.007087965999999999,0.097974083,0.10664816,0.08136220400000001,0.021477699,0.0,0.278753675
abila,0.0,0.105209415,0.027267508,0.122064177,0.063009943,0.487484223,0.19496473399999997,0.0
ability,0.123526389,0.171714418,0.071375022,0.111811978,0.12203477,0.129718008,0.181247405,0.08857201
abject,0.090048393,0.073019655,0.09321155699999999,0.121702453,0.054392399,0.22907861899999998,0.298093693,0.040453232
abjectly,0.0,0.156672378,0.0,0.5370524879999999,0.0,0.253487621,0.052787513,0.0
ablaze,0.290707008,0.022376987999999997,0.135322266,0.029390747000000002,0.057314947000000005,0.05596783599999999,0.062278806,0.34664140200000004
able,0.11564640699999999,0.10807798699999999,0.11562020199999999,0.11914149199999999,0.117357784,0.13608737,0.171365355,0.116703402
able-bodied,0.123809357,0.039523493,0.09089906699999999,0.073585262,0.09169703300000001,0.040808625,0.134209961,0.405467202
ably,0.035362615,0.207147047,0.202620573,0.059586552,0.10082044800000001,0.243747612,0.124994544,0.02572061
abnormal,0.303294628,0.157520841,0.051438515,0.091815215,0.150461354,0.065372538,0.11415433400000001,0.065942574
abnormality,0.289373891,0.142554291,0.13519615,0.038591415,0.072095119,0.063767682,0.117878051,0.14054340099999998
abnormally,0.049912005,0.43691415299999997,0.10418453800000001,0.186363488,0.130241986,0.050957972000000004,0.011723446,0.029702412
abo,0.0,0.0,0.0,0.862865276,0.0,0.020285507,0.0,0.11684921699999999
aboard,0.17657625100000002,0.059349835,0.171384902,0.115559965,0.130549723,0.21010811100000001,0.0,0.13647121199999998
abode,0.0,0.055762230999999995,0.09249344699999999,0.035582499999999996,0.0044528020000000005,0.07254959799999999,0.348854266,0.390305155
abolish,0.106734063,0.118038375,0.160958952,0.160016515,0.088403471,0.16415029,0.09122783599999999,0.11047049800000001
abolition,0.059113757,0.079024391,0.145137248,0.2996717,0.10400414,0.074542594,0.04295602,0.19555015
abolitionist,0.0,0.21855841199999998,0.044427123,0.18644993699999998,0.0,0.11440516099999999,0.095297181,0.340862185
abominable,0.10643036199999999,0.009274426,0.248380977,0.016812825,0.032400992999999996,0.133044728,0.33685622,0.116799469
abomination,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
aboriginal,0.0059004290000000004,0.115687816,0.08217627,0.024855785,0.518357886,0.029188101,0.084482536,0.139351176
abort,0.09345859,0.10580596699999999,0.150518887,0.140859948,0.093285075,0.094122927,0.14968136099999999,0.172267246
abortifacient,0.021868281,0.107985093,0.234138696,0.133575412,0.031702107,0.129942925,0.324881832,0.015905653999999998
abortifacient,0.033603673,0.081258956,0.34973813299999995,0.16986811899999998,0.042381809000000006,0.131411429,0.153566379,0.038171501000000004
abortion,0.17687397100000002,0.095772701,0.196937925,0.11684341,0.052101987,0.093916549,0.15947291,0.10808054800000001
abortionist,0.0,0.674030455,0.0,0.0,0.0,0.12759514800000002,0.124283912,0.074090484
abortive,0.018993482,0.012413303,0.593394861,0.06000808,0.0,0.038090473,0.25150197399999996,0.025597827000000004
abound,0.05173776,0.172768583,0.08749040300000001,0.127840733,0.132655314,0.138343301,0.149262231,0.139901675
abounding,0.0,0.40812119700000005,0.0,0.591878803,0.0,0.0,0.0,0.0
about,0.0,0.53355985,0.0,0.101244406,0.288689236,0.076506508,0.0,0.0
about,0.15722956800000001,0.118446015,0.119137224,0.109483581,0.109700293,0.112051195,0.123422596,0.150529528
about-face,0.116695596,0.309690648,0.079864335,0.14077198,0.092275524,0.01560181,0.0,0.245100108
above,0.13971255300000002,0.16237352800000002,0.155798389,0.119783067,0.136780823,0.105409371,0.11141358400000001,0.068728686
above,0.119901097,0.14831631,0.085569146,0.111228405,0.10654288099999999,0.13382767199999998,0.16720705800000002,0.127407431
above-mentioned,0.089083342,0.127677516,0.16148236300000002,0.16738883599999999,0.263043364,0.088385807,0.074955077,0.027983696000000002
above-named,0.0,0.0,0.0,0.0,0.5713921160000001,0.17565479999999997,0.0,0.252953083
aboveboard,0.19131592600000003,0.025933322,0.257647296,0.19342216899999998,0.022187817999999998,0.1716588,0.134560515,0.003274154
abracadabra,0.0,0.156672378,0.0,0.5370524879999999,0.0,0.253487621,0.052787513,0.0
abraham,0.08469927699999999,0.18258488899999997,0.12291479300000001,0.17447244899999997,0.15877392199999998,0.11644500199999999,0.069103704,0.09100596300000001
abrasion,0.38340854,0.011136841000000001,0.48106264,0.0,0.026679427000000002,0.015036395,0.0,0.082676157
abrasive,0.04906317,0.07481956099999999,0.032318765,0.012917531000000001,0.30939860399999997,0.08035487200000001,0.047536786,0.39359071
abreast,0.00325531,0.182967333,0.133561086,0.139873807,0.045304053,0.302480698,0.18503673899999998,0.007520974000000001
abreast,0.0,0.0,0.0,0.0,0.0,0.456664075,0.543335925,0.0
abridge,0.008065102,0.180385168,0.182147077,0.365226431,0.030398817,0.052116725,0.078141917,0.10351876199999999
abridged,0.0,0.676924685,0.125732748,0.068719822,0.0,0.0,0.0,0.128622745
abridgment,0.024371937000000003,0.01061895,0.752254871,0.123201269,0.042397943,0.003258446,0.015742475,0.028154107999999997
abroad,0.403463135,0.02704469,0.280370846,0.027455141000000002,0.032394143,0.117011928,0.050116815999999995,0.062143301
abroad,0.14089296099999998,0.10991117,0.103602495,0.11037096699999999,0.11693498199999999,0.151284371,0.153396784,0.11360627
abrogate,0.334085326,0.040236733,0.179939314,0.204236986,0.108676303,0.038492727000000004,0.031579682000000005,0.06275293
abrogation,0.0,0.019445373000000002,0.7751582140000001,0.092659448,0.038819461,0.005966852,0.067950651,0.0
abrupt,0.144631394,0.12432208800000001,0.086464636,0.129847947,0.13946368,0.10324590300000001,0.096380261,0.175644092
abruptly,0.013971398999999999,0.149843538,0.133901558,0.082170711,0.18135227199999998,0.136071456,0.091633319,0.21105574600000002
abs,0.298805341,0.08418579400000001,0.052721862,0.151592123,0.258654538,0.043406420999999994,0.02876535,0.08186857
abscess,0.137702622,0.629974566,0.0,0.17402327899999998,0.0,0.05829953400000001,0.0,0.0
abscond,0.0,0.5610046879999999,0.077545405,0.0,0.0,0.029264724,0.0,0.332185183
absconder,0.0,0.0,0.1766429,0.0,0.0,0.066662952,0.0,0.756694147
abseil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
absence,0.077534618,0.108997207,0.14370860400000002,0.154569611,0.16178936,0.117181362,0.100351808,0.135867429
absent,0.081119867,0.163559011,0.151401769,0.17499451800000002,0.126045719,0.107347446,0.09261175599999999,0.102919914
absent,0.21264697800000001,0.066241229,0.286133021,0.11741462400000001,0.050130054,0.096051524,0.103657545,0.067725026
absentee,0.057574512,0.128681971,0.204851669,0.14022505300000002,0.14120355199999998,0.11831282,0.083498473,0.12565195099999998
absenteeism,0.13539969300000002,0.18176585899999997,0.307172209,0.143364884,0.038196356,0.076323991,0.09100382300000001,0.026773184
absinthe,0.0,0.05516382,0.0,0.040000735,0.0,0.761720882,0.143114563,0.0
absolute,0.10955360800000001,0.085092822,0.18334467100000001,0.151047087,0.087967305,0.107587801,0.154404575,0.121002131
absolutely,0.132265655,0.149564933,0.11095606,0.112314581,0.133076693,0.120123534,0.129175,0.112523544
absoluteness,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
absolution,0.024647763,0.05369564,0.7236577540000001,0.07787223900000001,0.064316663,0.00988597,0.007960319,0.037963651
absolutism,0.0,0.0,0.0,0.0,0.49981033,0.039948857000000004,0.46024081299999997,0.0
absolutist,0.065905824,0.301511997,0.0,0.083289246,0.0,0.17475919,0.251874294,0.122659449
absolve,0.133892045,0.104328072,0.21705934100000002,0.10832868699999999,0.146654254,0.063268852,0.11462613699999999,0.111842612
absorb,0.126660389,0.075434015,0.129360424,0.102979242,0.086294005,0.16174059300000002,0.215492813,0.10203851800000001
absorbed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
absorbency,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
absorbent,0.0,0.556419318,0.050599729,0.0,0.0,0.17298496,0.168233217,0.051762775999999996
absorber,0.03239542,0.12350461,0.009145469,0.168877853,0.126800469,0.37247967600000004,0.15432226400000001,0.01247424
